video,type,type_idx,start,end,startFrame,endFrame
55user2_ph_3,4,4,6025,6290,6025,6290
55user3_ph_3,3,3,292,471,292,471
55user3_ph_3,3,3,826,1046,826,1046
55user3_ph_3,3,3,1295,1466,1295,1466
55user3_ph_3,3,3,1777,1953,1777,1953
55user3_ph_3,3,3,2312,2495,2312,2495
55user3_ph_3,4,4,2815,2938,2815,2938
55user3_ph_3,4,4,3345,3483,3345,3483
55user3_ph_3,4,4,3822,3982,3822,3982
55user3_ph_3,4,4,4315,4474,4315,4474
55user3_ph_3,4,4,4838,5002,4838,5002
55user4_ph_3,3,3,421,585,421,585
55user4_ph_3,3,3,984,1166,984,1166
55user4_ph_3,3,3,1572,1729,1572,1729
55user4_ph_3,3,3,2081,2191,2081,2191
55user4_ph_3,3,3,2561,2744,2561,2744
55user4_ph_3,4,4,3149,3342,3149,3342
55user4_ph_3,4,4,3702,3907,3702,3907
55user4_ph_3,4,4,4293,4494,4293,4494
55user4_ph_3,4,4,4880,5074,4880,5074
55user4_ph_3,4,4,5460,5665,5460,5665
55user5_ph_3,3,3,378,552,378,552
55user5_ph_3,3,3,930,1180,930,1180
55user5_ph_3,3,3,1518,1704,1518,1704
55user5_ph_3,3,3,2118,2325,2118,2325
55user5_ph_3,3,3,2678,2883,2678,2883
55user5_ph_3,4,4,3274,3507,3274,3507
55user5_ph_3,4,4,3872,4103,3872,4103
55user5_ph_3,4,4,4305,4487,4305,4487
55user5_ph_3,4,4,4862,5106,4862,5106
55user5_ph_3,4,4,5512,5725,5512,5725
55user1_rp_3,5,5,396,552,396,552
55user1_rp_3,5,5,930,1108,930,1108
55user1_rp_3,5,5,1493,1653,1493,1653
55user1_rp_3,5,5,2060,2255,2060,2255
55user1_rp_3,5,5,2642,2835,2642,2835
55user1_rp_3,6,6,3200,3504,3200,3504
55user1_rp_3,6,6,3896,4183,3896,4183
55user1_rp_3,6,6,4646,4951,4646,4951
55user1_rp_3,6,6,5400,5629,5400,5629
55user1_rp_3,6,6,5935,6225,5935,6225
55user2_rp_3,5,5,402,580,402,580
55user2_rp_3,5,5,946,1137,946,1137
55user2_rp_3,5,5,1488,1689,1488,1689
55user2_rp_3,5,5,2034,2232,2034,2232
55user2_rp_3,5,5,2588,2759,2588,2759
55user2_rp_3,6,6,3013,3280,3013,3280
55user2_rp_3,6,6,3678,4042,3678,4042
55user2_rp_3,6,6,4388,4769,4388,4769
55user2_rp_3,6,6,5164,5543,5164,5543
55user2_rp_3,6,6,6020,6400,6020,6400
55user3_rp_3,5,5,572,714,572,714
55user3_rp_3,5,5,1183,1343,1183,1343
55user3_rp_3,5,5,1822,1971,1822,1971
55user3_rp_3,5,5,2452,2607,2452,2607
55user3_rp_3,5,5,3116,3260,3116,3260
55user3_rp_3,6,6,3616,3852,3616,3852
55user3_rp_3,6,6,4347,4616,4347,4616
55user3_rp_3,6,6,5014,5266,5014,5266
55user3_rp_3,6,6,5783,6071,5783,6071
55user3_rp_3,6,6,6595,6863,6595,6863
55user4_rp_3,5,5,420,586,420,586
55user4_rp_3,5,5,1072,1309,1072,1309
55user4_rp_3,5,5,1662,1788,1662,1788
55user4_rp_3,5,5,2184,2402,2184,2402
55user4_rp_3,5,5,2813,3000,2813,3000
55user4_rp_3,6,6,3461,3781,3461,3781
55user4_rp_3,6,6,4199,4510,4199,4510
55user4_rp_3,6,6,4924,5291,4924,5291
55user4_rp_3,6,6,5671,5991,5671,5991
55user4_rp_3,6,6,6442,6766,6442,6766
55user5_rp_3,5,5,440,624,440,624
55user5_rp_3,5,5,1039,1222,1039,1222
55user5_rp_3,5,5,1619,1827,1619,1827
55user5_rp_3,5,5,2212,2412,2212,2412
55user5_rp_3,5,5,2797,3011,2797,3011
55user5_rp_3,6,6,3369,3587,3369,3587
55user5_rp_3,6,6,3931,4242,3931,4242
55user5_rp_3,6,6,4656,4919,4656,4919
55user5_rp_3,6,6,5272,5547,5272,5547
55user5_rp_3,6,6,6040,6227,6040,6227
55user1_sd_3,7,7,462,684,462,684
55user1_sd_3,7,7,917,1140,917,1140
55user1_sd_3,7,7,1575,1794,1575,1794
55user1_sd_3,7,7,2242,2457,2242,2457
55user1_sd_3,7,7,2870,3071,2870,3071
55user1_sd_3,8,8,3510,3735,3510,3735
55user1_sd_3,8,8,4228,4448,4228,4448
55user1_sd_3,8,8,4916,5150,4916,5150
55user1_sd_3,8,8,5627,5840,5627,5840
55user1_sd_3,8,8,6350,6509,6350,6509
55user2_sd_3,7,7,541,781,541,781
55user2_sd_3,7,7,1143,1342,1143,1342
55user2_sd_3,7,7,1779,1992,1779,1992
55user2_sd_3,7,7,2374,2599,2374,2599
55user2_sd_3,7,7,2969,3155,2969,3155
55user2_sd_3,8,8,3530,3750,3530,3750
55user2_sd_3,8,8,4124,4400,4124,4400
55user2_sd_3,8,8,4778,5010,4778,5010
55user2_sd_3,8,8,5242,5464,5242,5464
55user2_sd_3,8,8,5857,6110,5857,6110
55user3_sd_3,7,7,295,435,295,435
55user3_sd_3,7,7,819,963,819,963
55user3_sd_3,7,7,1286,1433,1286,1433
55user3_sd_3,7,7,1817,1963,1817,1963
55user3_sd_3,7,7,2298,2437,2298,2437
55user3_sd_3,8,8,2841,3007,2841,3007
55user3_sd_3,8,8,3325,3478,3325,3478
55user3_sd_3,8,8,3857,4039,3857,4039
55user3_sd_3,8,8,4323,4505,4323,4505
55user3_sd_3,8,8,4823,5009,4823,5009
55user4_sd_3,7,7,540,693,540,693
55user4_sd_3,7,7,1133,1284,1133,1284
55user4_sd_3,7,7,1716,1906,1716,1906
55user4_sd_3,7,7,2334,2497,2334,2497
55user4_sd_3,7,7,2961,3140,2961,3140
55user4_sd_3,8,8,3576,3820,3576,3820
55user4_sd_3,8,8,4187,4322,4187,4322
55user4_sd_3,8,8,4709,4996,4709,4996
55user4_sd_3,8,8,5412,5652,5412,5652
55user4_sd_3,8,8,6148,6368,6148,6368
55user5_sd_3,7,7,418,579,418,579
55user5_sd_3,7,7,1003,1153,1003,1153
55user5_sd_3,7,7,1545,1710,1545,1710
55user5_sd_3,7,7,2099,2249,2099,2249
55user5_sd_3,7,7,2633,2792,2633,2792
55user5_sd_3,8,8,3221,3406,3221,3406
55user5_sd_3,8,8,3641,3790,3641,3790
55user5_sd_3,8,8,4175,4358,4175,4358
55user5_sd_3,8,8,4789,4981,4789,4981
55user5_sd_3,8,8,5389,5570,5389,5570
55user1_wd_3,9,9,460,628,460,628
55user1_wd_3,9,9,1043,1211,1043,1211
55user1_wd_3,9,9,1569,1754,1569,1754
55user1_wd_3,9,9,2114,2286,2114,2286
55user1_wd_3,9,9,2524,2689,2524,2689
55user1_wd_3,10,10,3063,3336,3063,3336
55user1_wd_3,10,10,3735,4055,3735,4055
55user1_wd_3,10,10,4472,4814,4472,4814
55user1_wd_3,10,10,5169,5538,5169,5538
55user1_wd_3,10,10,5900,6264,5900,6264
55user2_wd_3,9,9,135,313,135,313
55user2_wd_3,9,9,732,910,732,910
55user2_wd_3,9,9,1301,1467,1301,1467
55user2_wd_3,9,9,1870,2031,1870,2031
55user2_wd_3,9,9,2410,2560,2410,2560
55user2_wd_3,10,10,2959,3215,2959,3215
55user2_wd_3,10,10,3589,3849,3589,3849
55user2_wd_3,10,10,4231,4499,4231,4499
55user2_wd_3,10,10,4875,5139,4875,5139
55user2_wd_3,10,10,5495,5645,5495,5645
55user3_wd_3,9,9,339,519,339,519
55user3_wd_3,9,9,1009,1187,1009,1187
55user3_wd_3,9,9,1731,1907,1731,1907
55user3_wd_3,9,9,2521,2699,2521,2699
55user3_wd_3,9,9,3355,3523,3355,3523
55user3_wd_3,10,10,4221,4448,4221,4448
55user3_wd_3,10,10,4857,5122,4857,5122
55user3_wd_3,10,10,5488,5659,5488,5659
55user3_wd_3,10,10,6310,6569,6310,6569
55user3_wd_3,10,10,7168,7423,7168,7423
55user4_wd_3,9,9,456,646,456,646
55user4_wd_3,9,9,1044,1209,1044,1209
55user4_wd_3,9,9,1466,1656,1466,1656
55user4_wd_3,9,9,2027,2250,2027,2250
55user4_wd_3,9,9,2616,2836,2616,2836
55user4_wd_3,10,10,3315,3553,3315,3553
55user4_wd_3,10,10,3983,4229,3983,4229
55user4_wd_3,10,10,4595,4881,4595,4881
55user4_wd_3,10,10,5275,5545,5275,5545
55user4_wd_3,10,10,5931,6203,5931,6203
55user5_wd_3,9,9,413,600,413,600
55user5_wd_3,9,9,994,1197,994,1197
55user5_wd_3,9,9,1591,1798,1591,1798
55user5_wd_3,9,9,2182,2359,2182,2359
55user5_wd_3,9,9,2750,2937,2750,2937
55user5_wd_3,10,10,3293,3516,3293,3516
55user5_wd_3,10,10,3885,4075,3885,4075
55user5_wd_3,10,10,4345,4586,4345,4586
55user5_wd_3,10,10,4985,5190,4985,5190
55user5_wd_3,10,10,5551,5784,5551,5784
55user1_iw_4,1,1,416,579,416,579
55user1_iw_4,1,1,941,1102,941,1102
55user1_iw_4,1,1,1537,1716,1537,1716
55user1_iw_4,1,1,2076,2251,2076,2251
55user1_iw_4,1,1,2670,2845,2670,2845
55user1_iw_4,2,2,3241,3456,3241,3456
55user1_iw_4,2,2,3715,4012,3715,4012
55user1_iw_4,2,2,4402,4716,4402,4716
55user1_iw_4,2,2,5087,5381,5087,5381
55user1_iw_4,2,2,5816,6092,5816,6092
55user2_iw_4,1,1,389,612,389,612
55user2_iw_4,1,1,948,1187,948,1187
55user2_iw_4,1,1,1544,1775,1544,1775
55user2_iw_4,1,1,2090,2249,2090,2249
55user2_iw_4,1,1,2468,2669,2468,2669
55user2_iw_4,2,2,3038,3280,3038,3280
55user2_iw_4,2,2,3659,3915,3659,3915
55user2_iw_4,2,2,4272,4547,4272,4547
55user2_iw_4,2,2,4960,5225,4960,5225
55user2_iw_4,2,2,5648,5933,5648,5933
55user3_iw_4,1,1,669,888,669,888
55user3_iw_4,1,1,1361,1570,1361,1570
55user3_iw_4,1,1,2083,2295,2083,2295
55user3_iw_4,1,1,2787,2989,2787,2989
55user3_iw_4,1,1,3466,3675,3466,3675
55user3_iw_4,2,2,4063,4327,4063,4327
55user3_iw_4,2,2,4771,5039,4771,5039
55user3_iw_4,2,2,5488,5756,5488,5756
55user3_iw_4,2,2,6301,6574,6301,6574
55user3_iw_4,2,2,7036,7311,7036,7311
55user4_iw_4,1,1,475,737,475,737
55user4_iw_4,1,1,1190,1495,1190,1495
55user4_iw_4,1,1,1875,2191,1875,2191
55user4_iw_4,1,1,2667,3019,2667,3019
55user4_iw_4,1,1,3404,3731,3404,3731
55user4_iw_4,2,2,4257,4612,4257,4612
55user4_iw_4,2,2,5061,5349,5061,5349
55user4_iw_4,2,2,5616,5936,5616,5936
55user4_iw_4,2,2,6329,6656,6329,6656
55user4_iw_4,2,2,7098,7408,7098,7408
55user5_iw_4,1,1,464,653,464,653
55user5_iw_4,1,1,1009,1182,1009,1182
55user5_iw_4,1,1,1582,1766,1582,1766
55user5_iw_4,1,1,2208,2381,2208,2381
55user5_iw_4,1,1,2783,2971,2783,2971
55user5_iw_4,2,2,3390,3676,3390,3676
55user5_iw_4,2,2,4060,4333,4060,4333
55user5_iw_4,2,2,4704,4968,4704,4968
55user5_iw_4,2,2,5349,5493,5349,5493
55user5_iw_4,2,2,5811,6093,5811,6093
55user1_ph_4,3,3,648,831,648,831
55user1_ph_4,3,3,1230,1381,1230,1381
55user1_ph_4,3,3,1819,2026,1819,2026
55user1_ph_4,3,3,2472,2664,2472,2664
55user1_ph_4,3,3,3053,3236,3053,3236
55user1_ph_4,4,4,3650,3904,3650,3904
55user1_ph_4,4,4,4289,4579,4289,4579
55user1_ph_4,4,4,4954,5234,4954,5234
55user1_ph_4,4,4,5581,5765,5581,5765
55user1_ph_4,4,4,6094,6397,6094,6397
55user2_ph_4,3,3,476,690,476,690
55user2_ph_4,3,3,1024,1248,1024,1248
55user2_ph_4,3,3,1608,1862,1608,1862
55user2_ph_4,3,3,2224,2461,2224,2461
55user2_ph_4,3,3,2835,2979,2835,2979
55user2_ph_4,4,4,3230,3465,3230,3465
55user2_ph_4,4,4,3847,4117,3847,4117
55user2_ph_4,4,4,4497,4782,4497,4782
55user2_ph_4,4,4,5140,5400,5140,5400
55user2_ph_4,4,4,5805,6100,5805,6100
55user3_ph_4,3,3,289,434,289,434
55user3_ph_4,3,3,832,983,832,983
55user3_ph_4,3,3,1278,1447,1278,1447
55user3_ph_4,3,3,1813,1983,1813,1983
55user3_ph_4,3,3,2296,2445,2296,2445
55user3_ph_4,4,4,2830,2982,2830,2982
55user3_ph_4,4,4,3307,3460,3307,3460
55user3_ph_4,4,4,3832,4000,3832,4000
55user3_ph_4,4,4,4400,4568,4400,4568
55user3_ph_4,4,4,4856,5022,4856,5022
55user4_ph_4,3,3,432,624,432,624
55user4_ph_4,3,3,970,1111,970,1111
55user4_ph_4,3,3,1507,1693,1507,1693
55user4_ph_4,3,3,2138,2320,2138,2320
55user4_ph_4,3,3,2707,2893,2707,2893
55user4_ph_4,4,4,3285,3501,3285,3501
55user4_ph_4,4,4,3881,4087,3881,4087
55user4_ph_4,4,4,4442,4649,4442,4649
55user4_ph_4,4,4,5063,5301,5063,5301
55user4_ph_4,4,4,5652,5857,5652,5857
55user5_ph_4,3,3,505,674,505,674
55user5_ph_4,3,3,1066,1257,1066,1257
55user5_ph_4,3,3,1654,1850,1654,1850
55user5_ph_4,3,3,2227,2431,2227,2431
55user5_ph_4,3,3,2818,2934,2818,2934
55user5_ph_4,4,4,3247,3465,3247,3465
55user5_ph_4,4,4,3810,4056,3810,4056
55user5_ph_4,4,4,4403,4671,4403,4671
55user5_ph_4,4,4,5085,5328,5085,5328
55user5_ph_4,4,4,5719,5959,5719,5959
55user1_rp_4,5,5,431,599,431,599
55user1_rp_4,5,5,994,1156,994,1156
55user1_rp_4,5,5,1575,1746,1575,1746
55user1_rp_4,5,5,2151,2356,2151,2356
55user1_rp_4,5,5,2743,2922,2743,2922
55user1_rp_4,6,6,3294,3570,3294,3570
55user1_rp_4,6,6,3875,4182,3875,4182
55user1_rp_4,6,6,4441,4636,4441,4636
55user1_rp_4,6,6,5009,5256,5009,5256
55user1_rp_4,6,6,5654,5892,5654,5892
55user2_rp_4,5,5,454,657,454,657
55user2_rp_4,5,5,1042,1228,1042,1228
55user2_rp_4,5,5,1634,1853,1634,1853
55user2_rp_4,5,5,2229,2447,2229,2447
55user2_rp_4,5,5,2819,3017,2819,3017
55user2_rp_4,6,6,3402,3561,3402,3561
55user2_rp_4,6,6,3886,4141,3886,4141
55user2_rp_4,6,6,4556,4843,4556,4843
55user2_rp_4,6,6,5305,5605,5305,5605
55user2_rp_4,6,6,5996,6286,5996,6286
55user3_rp_4,5,5,619,780,619,780
55user3_rp_4,5,5,1264,1415,1264,1415
55user3_rp_4,5,5,1933,2077,1933,2077
55user3_rp_4,5,5,2586,2714,2586,2714
55user3_rp_4,5,5,3299,3441,3299,3441
55user3_rp_4,6,6,4084,4337,4084,4337
55user3_rp_4,6,6,4817,4991,4817,4991
55user3_rp_4,6,6,5445,5729,5445,5729
55user3_rp_4,6,6,6297,6580,6297,6580
55user3_rp_4,6,6,7151,7434,7151,7434
55user4_rp_4,5,5,406,609,406,609
55user4_rp_4,5,5,990,1174,990,1174
55user4_rp_4,5,5,1553,1774,1553,1774
55user4_rp_4,5,5,2163,2377,2163,2377
55user4_rp_4,5,5,2752,2904,2752,2904
55user4_rp_4,6,6,3190,3516,3190,3516
55user4_rp_4,6,6,4020,4286,4020,4286
55user4_rp_4,6,6,4671,5054,4671,5054
55user4_rp_4,6,6,5448,5806,5448,5806
55user4_rp_4,6,6,6199,6575,6199,6575
55user5_rp_4,5,5,416,606,416,606
55user5_rp_4,5,5,1029,1212,1029,1212
55user5_rp_4,5,5,1616,1762,1616,1762
55user5_rp_4,5,5,2027,2225,2027,2225
55user5_rp_4,5,5,2623,2831,2623,2831
55user5_rp_4,6,6,3204,3486,3204,3486
55user5_rp_4,6,6,3865,4150,3865,4150
55user5_rp_4,6,6,4553,4829,4553,4829
55user5_rp_4,6,6,5244,5450,5244,5450
55user5_rp_4,6,6,5850,6070,5850,6070
55user1_sd_4,7,7,439,549,439,549
55user1_sd_4,7,7,969,1163,969,1163
55user1_sd_4,7,7,1568,1780,1568,1780
55user1_sd_4,7,7,2200,2412,2200,2412
55user1_sd_4,7,7,2761,2931,2761,2931
55user1_sd_4,8,8,3381,3580,3381,3580
55user1_sd_4,8,8,4056,4242,4056,4242
55user1_sd_4,8,8,4718,4893,4718,4893
55user1_sd_4,8,8,5328,5523,5328,5523
55user1_sd_4,8,8,5962,6140,5962,6140
55user2_sd_4,7,7,416,635,416,635
55user2_sd_4,7,7,1045,1274,1045,1274
55user2_sd_4,7,7,1595,1851,1595,1851
55user2_sd_4,7,7,2218,2380,2218,2380
55user2_sd_4,7,7,2653,2867,2653,2867
55user2_sd_4,8,8,3313,3537,3313,3537
55user2_sd_4,8,8,3916,4163,3916,4163
55user2_sd_4,8,8,4577,4831,4577,4831
55user2_sd_4,8,8,5195,5425,5195,5425
55user2_sd_4,8,8,5802,6048,5802,6048
55user3_sd_4,7,7,293,431,293,431
55user3_sd_4,7,7,794,956,794,956
55user3_sd_4,7,7,1292,1434,1292,1434
55user3_sd_4,7,7,1837,1991,1837,1991
55user3_sd_4,7,7,2330,2489,2330,2489
55user3_sd_4,8,8,2815,3030,2815,3030
55user3_sd_4,8,8,3329,3564,3329,3564
55user3_sd_4,8,8,3877,4075,3877,4075
55user3_sd_4,8,8,4320,4543,4320,4543
55user3_sd_4,8,8,4846,5061,4846,5061
55user4_sd_4,7,7,404,594,404,594
55user4_sd_4,7,7,991,1186,991,1186
55user4_sd_4,7,7,1640,1817,1640,1817
55user4_sd_4,7,7,2293,2496,2293,2496
55user4_sd_4,7,7,2897,3091,2897,3091
55user4_sd_4,8,8,3410,3585,3410,3585
55user4_sd_4,8,8,3952,4198,3952,4198
55user4_sd_4,8,8,4553,4766,4553,4766
55user4_sd_4,8,8,5203,5431,5203,5431
55user4_sd_4,8,8,5863,6079,5863,6079
55user5_sd_4,7,7,397,551,397,551
55user5_sd_4,7,7,977,1132,977,1132
55user5_sd_4,7,7,1527,1694,1527,1694
55user5_sd_4,7,7,2077,2224,2077,2224
55user5_sd_4,7,7,2565,2666,2565,2666
55user5_sd_4,8,8,2982,3202,2982,3202
55user5_sd_4,8,8,3592,3806,3592,3806
55user5_sd_4,8,8,4231,4451,4231,4451
55user5_sd_4,8,8,4819,5045,4819,5045
55user5_sd_4,8,8,5533,5700,5533,5700
55user1_wd_4,9,9,435,591,435,591
55user1_wd_4,9,9,987,1143,987,1143
55user1_wd_4,9,9,1549,1718,1549,1718
55user1_wd_4,9,9,2126,2281,2126,2281
55user1_wd_4,9,9,2670,2825,2670,2825
55user1_wd_4,10,10,3246,3489,3246,3489
55user1_wd_4,10,10,3773,4061,3773,4061
55user1_wd_4,10,10,4465,4815,4465,4815
55user1_wd_4,10,10,5150,5450,5150,5450
55user1_wd_4,10,10,5873,6213,5873,6213
55user2_wd_4,9,9,424,563,424,563
55user2_wd_4,9,9,979,1123,979,1123
55user2_wd_4,9,9,1479,1641,1479,1641
55user2_wd_4,9,9,2012,2167,2012,2167
55user2_wd_4,9,9,2543,2694,2543,2694
55user2_wd_4,10,10,3095,3357,3095,3357
55user2_wd_4,10,10,3702,3943,3702,3943
55user2_wd_4,10,10,4296,4526,4296,4526
55user2_wd_4,10,10,4808,5059,4808,5059
55user2_wd_4,10,10,5396,5656,5396,5656
55user3_wd_4,9,9,474,642,474,642
55user3_wd_4,9,9,1164,1259,1164,1259
55user3_wd_4,9,9,1714,1891,1714,1891
55user3_wd_4,9,9,2422,2590,2422,2590
55user3_wd_4,9,9,3154,3334,3154,3334
55user3_wd_4,10,10,4001,4244,4001,4244
55user3_wd_4,10,10,4811,5046,4811,5046
55user3_wd_4,10,10,5716,5975,5716,5975
55user3_wd_4,10,10,6587,6849,6587,6849
55user3_wd_4,10,10,7234,7510,7234,7510
55user4_wd_4,9,9,494,702,494,702
55user4_wd_4,9,9,1135,1355,1135,1355
55user4_wd_4,9,9,1774,1991,1774,1991
55user4_wd_4,9,9,2421,2641,2421,2641
55user4_wd_4,9,9,3037,3245,3037,3245
55user4_wd_4,10,10,3659,3875,3659,3875
55user4_wd_4,10,10,4192,4502,4192,4502
55user4_wd_4,10,10,4885,5190,4885,5190
55user4_wd_4,10,10,5578,5893,5578,5893
55user4_wd_4,10,10,6289,6595,6289,6595
55user5_wd_4,9,9,470,668,470,668
55user5_wd_4,9,9,1072,1268,1072,1268
55user5_wd_4,9,9,1585,1688,1585,1688
55user5_wd_4,9,9,2143,2318,2143,2318
55user5_wd_4,9,9,2714,2930,2714,2930
55user5_wd_4,10,10,3365,3647,3365,3647
55user5_wd_4,10,10,4043,4336,4043,4336
55user5_wd_4,10,10,4687,5015,4687,5015
55user5_wd_4,10,10,5364,5690,5364,5690
55user5_wd_4,10,10,6088,6412,6088,6412
55user1_iw_5,1,1,460,625,460,625
55user1_iw_5,1,1,990,1174,990,1174
55user1_iw_5,1,1,1570,1764,1570,1764
55user1_iw_5,1,1,2157,2346,2157,2346
55user1_iw_5,1,1,2743,2928,2743,2928
55user1_iw_5,2,2,3275,3580,3275,3580
55user1_iw_5,2,2,3789,4081,3789,4081
55user1_iw_5,2,2,4487,4762,4487,4762
55user1_iw_5,2,2,5171,5450,5171,5450
55user1_iw_5,2,2,5807,6093,5807,6093
55user2_iw_5,1,1,390,585,390,585
55user2_iw_5,1,1,895,1086,895,1086
55user2_iw_5,1,1,1316,1524,1316,1524
55user2_iw_5,1,1,1858,2060,1858,2060
55user2_iw_5,1,1,2381,2597,2381,2597
55user2_iw_5,2,2,2930,3185,2930,3185
55user2_iw_5,2,2,3593,3866,3593,3866
55user2_iw_5,2,2,4306,4591,4306,4591
55user2_iw_5,2,2,4975,5265,4975,5265
55user2_iw_5,2,2,5675,5955,5675,5955
55user3_iw_5,1,1,505,707,505,707
55user3_iw_5,1,1,1223,1428,1223,1428
55user3_iw_5,1,1,1935,2160,1935,2160
55user3_iw_5,1,1,2644,2877,2644,2877
55user3_iw_5,1,1,3455,3709,3455,3709
55user3_iw_5,2,2,4306,4551,4306,4551
55user3_iw_5,2,2,5022,5258,5022,5258
55user3_iw_5,2,2,5796,6037,5796,6037
55user3_iw_5,2,2,6681,6950,6681,6950
55user3_iw_5,2,2,7608,7792,7608,7792
55user4_iw_5,1,1,434,734,434,734
55user4_iw_5,1,1,1133,1413,1133,1413
55user4_iw_5,1,1,1856,2089,1856,2089
55user4_iw_5,1,1,2391,2682,2391,2682
55user4_iw_5,1,1,3127,3467,3127,3467
55user4_iw_5,2,2,3920,4258,3920,4258
55user4_iw_5,2,2,4674,4975,4674,4975
55user4_iw_5,2,2,5340,5691,5340,5691
55user4_iw_5,2,2,6132,6439,6132,6439
55user4_iw_5,2,2,6847,7168,6847,7168
55user5_iw_5,1,1,451,662,451,662
55user5_iw_5,1,1,1053,1242,1053,1242
55user5_iw_5,1,1,1650,1831,1650,1831
55user5_iw_5,1,1,2194,2357,2194,2357
55user5_iw_5,1,1,2729,2915,2729,2915
55user5_iw_5,2,2,3163,3454,3163,3454
55user5_iw_5,2,2,3848,4175,3848,4175
55user5_iw_5,2,2,4539,4855,4539,4855
55user5_iw_5,2,2,5212,5513,5212,5513
55user5_iw_5,2,2,5994,6294,5994,6294
55user1_ph_5,3,3,421,632,421,632
55user1_ph_5,3,3,1016,1228,1016,1228
55user1_ph_5,3,3,1649,1793,1649,1793
55user1_ph_5,3,3,2107,2320,2107,2320
55user1_ph_5,3,3,2747,2973,2747,2973
55user1_ph_5,4,4,3381,3679,3381,3679
55user1_ph_5,4,4,4020,4324,4020,4324
55user1_ph_5,4,4,4709,5037,4709,5037
55user1_ph_5,4,4,5397,5709,5397,5709
55user1_ph_5,4,4,6085,6401,6085,6401
55user2_ph_5,3,3,445,680,445,680
55user2_ph_5,3,3,1062,1299,1062,1299
55user2_ph_5,3,3,1529,1720,1529,1720
55user2_ph_5,3,3,2143,2361,2143,2361
55user2_ph_5,3,3,2719,2954,2719,2954
55user2_ph_5,4,4,3324,3561,3324,3561
55user2_ph_5,4,4,3966,4209,3966,4209
55user2_ph_5,4,4,4570,4811,4570,4811
55user2_ph_5,4,4,5185,5430,5185,5430
55user2_ph_5,4,4,5785,6035,5785,6035
55user3_ph_5,3,3,363,517,363,517
55user3_ph_5,3,3,857,1020,857,1020
55user3_ph_5,3,3,1346,1504,1346,1504
55user3_ph_5,3,3,1861,2031,1861,2031
55user3_ph_5,3,3,2363,2549,2363,2549
55user3_ph_5,4,4,2831,2984,2831,2984
55user3_ph_5,4,4,3351,3520,3351,3520
55user3_ph_5,4,4,3908,4063,3908,4063
55user3_ph_5,4,4,4378,4548,4378,4548
55user3_ph_5,4,4,4846,5009,4846,5009
55user4_ph_5,3,3,554,718,554,718
55user4_ph_5,3,3,1156,1358,1156,1358
55user4_ph_5,3,3,1731,1928,1731,1928
55user4_ph_5,3,3,2345,2527,2345,2527
55user4_ph_5,3,3,2907,3098,2907,3098
55user4_ph_5,4,4,3458,3649,3458,3649
55user4_ph_5,4,4,4019,4224,4019,4224
55user4_ph_5,4,4,4592,4799,4592,4799
55user4_ph_5,4,4,5095,5211,5095,5211
55user4_ph_5,4,4,5585,5774,5585,5774
55user5_ph_5,3,3,476,646,476,646
55user5_ph_5,3,3,1012,1205,1012,1205
55user5_ph_5,3,3,1572,1761,1572,1761
55user5_ph_5,3,3,2122,2285,2122,2285
55user5_ph_5,3,3,2551,2643,2551,2643
55user5_ph_5,4,4,3057,3296,3057,3296
55user5_ph_5,4,4,3667,3919,3667,3919
55user5_ph_5,4,4,4306,4548,4306,4548
55user5_ph_5,4,4,4966,5176,4966,5176
55user5_ph_5,4,4,5600,5823,5600,5823
55user1_rp_5,5,5,415,596,415,596
55user1_rp_5,5,5,967,1079,967,1079
55user1_rp_5,5,5,1446,1631,1446,1631
55user1_rp_5,5,5,1979,2164,1979,2164
55user1_rp_5,5,5,2534,2727,2534,2727
55user1_rp_5,6,6,3145,3415,3145,3415
55user1_rp_5,6,6,3821,4075,3821,4075
55user1_rp_5,6,6,4445,4718,4445,4718
55user1_rp_5,6,6,5148,5400,5148,5400
55user1_rp_5,6,6,5850,6102,5850,6102
55user2_rp_5,5,5,230,417,230,417
55user2_rp_5,5,5,809,1027,809,1027
55user2_rp_5,5,5,1395,1594,1395,1594
55user2_rp_5,5,5,2001,2204,2001,2204
55user2_rp_5,5,5,2605,2804,2605,2804
55user2_rp_5,6,6,3236,3560,3236,3560
55user2_rp_5,6,6,4014,4388,4014,4388
55user2_rp_5,6,6,4745,5136,4745,5136
55user2_rp_5,6,6,5563,5866,5563,5866
55user2_rp_5,6,6,6182,6615,6182,6615
55user3_rp_5,5,5,623,783,623,783
55user3_rp_5,5,5,1443,1599,1443,1599
55user3_rp_5,5,5,1994,2149,1994,2149
55user3_rp_5,5,5,2779,2911,2779,2911
55user3_rp_5,5,5,3585,3763,3585,3763
55user3_rp_5,6,6,4413,4679,4413,4679
55user3_rp_5,6,6,5228,5499,5228,5499
55user3_rp_5,6,6,5980,6283,5980,6283
55user3_rp_5,6,6,6853,7162,6853,7162
55user3_rp_5,6,6,7714,8000,7714,8000
55user4_rp_5,5,5,304,449,304,449
55user4_rp_5,5,5,842,1034,842,1034
55user4_rp_5,5,5,1426,1645,1426,1645
55user4_rp_5,5,5,2059,2239,2059,2239
55user4_rp_5,5,5,2687,2906,2687,2906
55user4_rp_5,6,6,3351,3747,3351,3747
55user4_rp_5,6,6,4205,4581,4205,4581
55user4_rp_5,6,6,4982,5319,4982,5319
55user4_rp_5,6,6,5678,6007,5678,6007
